"year","month","date","close","high","low","open","volume"
"2015",Apr,"2015-04-01",1182.4,1224.2,1174.6,1182.9,7838
"2015",May,"2015-05-01",1189.4,1228.1,1170.0,1178.1,258123
"2015",Jun,"2015-06-01",1171.5,1204.0,1164.0,1190.6,6252
"2015",Jul,"2015-07-01",1094.9,1173.1,1078.6,1173.1,216892
"2015",Aug,"2015-08-01",1131.6,1169.0,1080.5,1095.5,13251
"2015",Sep,"2015-09-01",1115.5,1155.9,1098.2,1133.5,9119
"2015",Oct,"2015-10-01",1141.5,1189.0,1105.8,1115.2,4321
"2015",Dec,"2015-12-01",1060.3,1098.8,1046.2,1064.6,10149
"2016",Jan,"2016-01-01",1116.4,1125.7,1063.2,1063.4,229558
"2016",Feb,"2016-02-01",1233.9,1260.8,1115.3,1116.7,13930
"2016",Mar,"2016-03-01",1234.2,1280.7,1210.0,1240.5,244751
"2016",Apr,"2016-04-01",1289.2,1295.5,1209.2,1232.3,9954
"2016",Jun,"2016-06-01",1318.4,1355.6,1205.4,1215.7,13380
"2016",Jul,"2016-07-01",1349.0,1374.9,1312.8,1324.5,281653
"2016",Aug,"2016-08-01",1306.9,1366.0,1306.3,1348.8,11854
"2016",Sep,"2016-09-01",1313.3,1350.5,1301.5,1305.3,18630
"2016",Oct,"2016-10-01",1271.5,1316.8,1248.9,1313.5,5775
"2016",Nov,"2016-11-01",1170.8,1318.6,1167.9,1279.3,242622
"2016",Dec,"2016-12-01",1150.0,1186.7,1123.9,1172.7,9972
"2017",Feb,"2017-02-01",1252.6,1263.1,1197.9,1211.9,11087
"2017",Mar,"2017-03-01",1247.3,1257.7,1196.2,1247.8,251026
"2017",Apr,"2017-04-01",1266.1,1294.8,1243.0,1247.5,9065
"2017",May,"2017-05-01",1272.0,1273.2,1214.0,1268.7,404733
"2017",Jun,"2017-06-01",1240.7,1295.2,1238.1,1268.0,8948
"2017",Jul,"2017-07-01",1266.6,1270.8,1208.6,1236.0,292633
"2017",Aug,"2017-08-01",1316.2,1323.8,1251.4,1268.4,10098
