"year","month","date","close","high","low","open","volume"
"2010",Jun,"2010-06-01",2109.24,2341.11,2105.26,2244.79,"48633730000"
"2010",Jul,"2010-07-01",2254.7,2307.6,2061.14,2110.75,"43910370000"
"2010",Aug,"2010-08-01",2114.03,2309.43,2099.29,2283.32,"41794240000"
"2010",Sep,"2010-09-01",2368.62,2400.06,2141.95,2142.75,"41586870000"
"2010",Oct,"2010-10-01",2507.41,2517.5,2332.46,2386.82,"41539760000"
"2010",Nov,"2010-11-01",2498.23,2592.94,2459.79,2520.45,"40893560000"
"2010",Dec,"2010-12-01",2652.87,2675.26,2535.19,2535.19,"36306890000"
"2011",Jan,"2011-01-01",2700.08,2766.17,2663.64,2676.65,"40221760000"
"2011",Feb,"2011-02-01",2782.27,2840.51,2705.54,2717.61,"39225340000"
"2011",Mar,"2011-03-01",2781.07,2802.32,2603.5,2791.08,"45049990000"
"2011",Apr,"2011-04-01",2873.54,2876.83,2706.5,2796.67,"38024600000"
"2011",May,"2011-05-01",2835.3,2887.75,2739.85,2881.28,"42067110000"
"2011",Jun,"2011-06-01",2773.52,2834.05,2599.86,2829.39,"42570710000"
"2011",Jul,"2011-07-01",2756.38,2878.94,2724.99,2775.08,"37282980000"
"2011",Aug,"2011-08-01",2579.46,2796.24,2331.65,2791.45,"56977870000"
"2011",Sep,"2011-09-01",2415.4,2643.37,2414.31,2583.34,"42996470000"
"2011",Oct,"2011-10-01",2684.41,2753.37,2298.89,2401.19,"42787830000"
"2011",Nov,"2011-11-01",2620.34,2730.39,2441.48,2607.31,"38397210000"
"2011",Dec,"2011-12-01",2605.15,2674.53,2518.01,2615.67,"33177490000"
"2012",Jan,"2012-01-01",2813.84,2834.3,2627.23,2657.39,"35325900000"
"2012",Feb,"2012-02-01",2966.89,3000.11,2825.19,2830.1,"37728460000"
"2012",Mar,"2012-03-01",3091.57,3134.17,2900.28,2979.11,"36686310000"
"2012",Apr,"2012-04-01",3046.36,3128.25,2946.04,3085.94,"33793990000"
"2012",May,"2012-05-01",2827.34,3085.4,2774.45,3044.79,"40115930000"
"2012",Jun,"2012-06-01",2935.05,2942.28,2726.68,2810.13,"37458650000"
"2012",Jul,"2012-07-01",2939.52,2987.94,2837.72,2938.41,"34686680000"
"2012",Aug,"2012-08-01",3066.96,3100.54,2890.85,2956.72,"35708950000"
"2012",Sep,"2012-09-01",3116.23,3196.93,3040.24,3063.25,"33719730000"
"2012",Oct,"2012-10-01",2977.23,3171.46,2961.16,3130.31,"36367020000"
"2012",Nov,"2012-11-01",3010.24,3033.85,2810.8,2987.54,"36894240000"
"2012",Dec,"2012-12-01",3019.51,3061.82,2951.04,3029.21,"33522490000"
"2013",Jan,"2013-01-01",3142.13,3164.06,3076.6,3091.33,"39027620000"
"2013",Feb,"2013-02-01",3160.19,3213.6,3105.36,3162.94,"35765430000"
"2013",Mar,"2013-03-01",3267.52,3270.3,3129.4,3143.54,"33749180000"
"2013",Apr,"2013-04-01",3328.79,3328.79,3154.96,3268.63,"36904330000"
"2013",May,"2013-05-01",3455.91,3532.04,3296.5,3325.35,"39144080000"
"2013",Jun,"2013-06-01",3403.25,3488.31,3294.95,3460.76,"37528250000"
"2013",Jul,"2013-07-01",3626.37,3649.35,3415.23,3430.48,"35889520000"
"2013",Aug,"2013-08-01",3589.87,3694.19,3573.57,3654.18,"32934650000"
"2013",Sep,"2013-09-01",3771.48,3798.76,3593.62,3622.64,"34997740000"
"2013",Oct,"2013-10-01",3919.71,3966.71,3650.03,3774.18,"43017190000"
"2013",Nov,"2013-11-01",4059.89,4069.7,3855.07,3932.45,"35818470000"
"2013",Dec,"2013-12-01",4176.59,4177.73,3979.59,4065.66,"37139280000"
"2014",Jan,"2014-01-01",4103.88,4246.55,4044.76,4160.03,"45227610000"
"2014",Feb,"2014-02-01",4308.12,4342.59,3968.19,4105.06,"39978180000"
"2014",Mar,"2014-03-01",4198.99,4371.71,4131.81,4261.42,"46796180000"
"2014",Apr,"2014-04-01",4114.56,4286.09,3946.03,4219.87,"44391220000"
"2014",May,"2014-05-01",4242.62,4252.08,4021.05,4121.25,"39290130000"
"2014",Jun,"2014-06-01",4408.18,4417.46,4207.61,4247.96,"40249370000"
"2014",Jul,"2014-07-01",4369.77,4485.93,4351.04,4424.71,"39536410000"
"2014",Aug,"2014-08-01",4580.27,4580.27,4321.89,4363.39,"33417300000"
"2014",Sep,"2014-09-01",4493.39,4610.57,4464.44,4592.42,"39631130000"
"2014",Oct,"2014-10-01",4630.74,4641.51,4116.6,4486.65,"50136190000"
